A1,A2,B1,B2,B3,class
59,59195,8000,6,586,1
0,8000,60733,7,1729,1
0,60733,8000,6,579,1
0,8000,54389,7,1726,1
0,54389,8000,6,579,1
0,8000,55424,7,1727,1
0,55424,8000,6,579,1
0,8000,56455,7,1727,1
0,56455,8000,5,533,1
0,8000,57491,7,1727,1
0,57491,8000,6,579,1
0,8000,58528,7,1727,1
0,58528,8000,6,579,1
0,8000,59559,7,1727,1
0,59559,8000,6,579,1
0,8000,60592,7,1727,1
0,60592,8000,6,579,1
60,8000,60593,7,702,1
60,60593,8000,6,586,1
0,8000,61628,7,561,1
0,61628,8000,6,589,1
0,8000,61629,7,1727,1
0,61629,8000,6,579,1
7,22,46623,19,3185,0
7,46623,22,17,2267,0
0,8000,62661,7,561,1
0,62661,8000,6,589,1
0,8000,62662,7,1727,1
0,62662,8000,6,579,1
0,8000,63694,7,561,1
0,63694,8000,6,589,1
0,8000,63695,7,1728,1
0,63695,8000,6,579,1
8,54032,22,17,2267,0
8,22,54032,19,3185,0
0,8000,64736,7,561,1
0,64736,8000,6,589,1
0,8000,64737,7,1728,1
0,64737,8000,6,579,1
0,8000,49414,7,561,1
0,49414,8000,6,589,1
0,8000,49415,7,1728,1
0,49415,8000,6,579,1
0,8000,50449,7,561,1
0,50449,8000,6,589,1
0,8000,50450,7,1728,1
0,50450,8000,6,579,1
0,8000,51489,7,561,1
0,51489,8000,6,589,1
0,8000,51490,7,1728,1
0,51490,8000,6,579,1
0,8000,52522,7,561,1
0,52522,8000,6,589,1
0,8000,52523,7,1728,1
0,52523,8000,6,579,1
0,8000,53554,7,561,1
0,53554,8000,6,589,1
0,8000,53555,7,1728,1
0,53555,8000,6,579,1
0,8000,54589,7,561,1
0,54589,8000,6,589,1
0,8000,54590,7,1728,1
0,54590,8000,6,579,1
0,8000,55621,7,561,1
0,55621,8000,6,589,1
0,8000,55622,7,1728,1
0,55622,8000,6,579,1
0,8000,56657,7,561,1
0,56657,8000,6,589,1
0,8000,56658,7,1728,1
0,56658,8000,6,579,1
0,8000,57689,7,561,1
0,57689,8000,6,589,1
0,8000,57690,7,1728,1
0,57690,8000,6,579,1
0,8000,58722,7,561,1
0,58722,8000,6,589,1
0,8000,58723,7,1728,1
0,58723,8000,6,579,1
0,8000,59756,7,561,1
0,59756,8000,6,589,1
0,8000,59757,7,1728,1
0,59757,8000,6,579,1
0,8000,60791,7,561,1
0,60791,8000,6,589,1
0,8000,61828,7,561,1
0,61828,8000,6,589,1
0,8000,61830,7,1723,1
0,61830,8000,6,579,1
0,8000,62863,7,561,1
0,62863,8000,6,589,1
0,8000,62864,7,1723,1
0,62864,8000,6,579,1
0,8000,63899,7,561,1
0,63899,8000,6,589,1
0,8000,63900,7,1723,1
0,63900,8000,6,579,1
0,8000,64934,7,1723,1
0,64934,8000,6,579,1
0,8000,64933,7,561,1
0,64933,8000,6,589,1
0,8000,49611,7,561,1
0,49611,8000,6,589,1
0,8000,49612,7,1723,1
0,49612,8000,6,579,1
30,36715,80,1,46,0
30,80,36715,6,264,0
0,8000,50645,7,561,1
0,50645,8000,6,589,1
0,8000,50646,7,1723,1
0,50646,8000,6,579,1
0,8000,51681,7,561,1
0,51681,8000,6,589,1
0,8000,51682,7,1723,1
0,51682,8000,6,579,1
0,8000,52714,7,561,1
0,52714,8000,6,589,1
0,8000,52715,7,1723,1
0,52715,8000,6,579,1
0,8000,53749,7,561,1
0,53749,8000,6,589,1
0,8000,53750,7,1723,1
0,53750,8000,6,579,1
0,8000,54787,7,561,1
0,54787,8000,6,589,1
0,8000,54788,7,1723,1
0,54788,8000,6,579,1
0,8000,55822,7,561,1
0,55822,8000,6,589,1
0,8000,55823,7,1723,1
0,55823,8000,6,579,1
0,8000,56862,7,561,1
0,56862,8000,6,589,1
0,8000,56863,7,1723,1
0,56863,8000,6,579,1
0,8000,57901,7,561,1
0,57901,8000,6,589,1
0,8000,57902,7,1723,1
0,57902,8000,6,579,1
0,8000,58936,7,561,1
0,58936,8000,6,589,1
0,8000,58937,7,1723,1
0,58937,8000,6,579,1
0,8000,59968,7,561,1
0,59968,8000,6,589,1
0,8000,59969,7,1723,1
0,59969,8000,6,579,1
0,8000,60998,7,561,1
0,60998,8000,6,589,1
0,8000,52640,7,561,1
0,52640,8000,6,589,1
0,8000,52641,7,1723,1
0,52641,8000,6,579,1
0,8000,62611,7,561,1
0,62611,8000,6,589,1
0,8000,62612,7,1728,1
0,62612,8000,6,579,1
0,8000,50105,7,561,1
0,50105,8000,6,589,1
0,8000,51932,7,561,1
0,51932,8000,6,589,1
0,8000,51933,7,1727,1
0,51933,8000,6,579,1
0,8000,56472,7,561,1
0,56472,8000,6,589,1
0,8000,56473,7,1729,1
0,56473,8000,6,579,1
0,8000,59054,7,561,1
0,59054,8000,6,589,1
0,8000,59055,7,1728,1
0,59055,8000,6,579,1
0,8000,63181,7,561,1
0,63181,8000,6,589,1
0,8000,63182,7,1726,1
0,63182,8000,6,579,1
0,8000,64226,7,561,1
0,64226,8000,6,589,1
0,8000,64227,7,1727,1
0,64227,8000,6,579,1
0,8000,65268,7,561,1
0,65268,8000,6,589,1
0,8000,65269,7,1727,1
0,65269,8000,6,579,1
0,8000,49956,7,561,1
0,49956,8000,6,589,1
0,8000,49957,7,1727,1
0,49957,8000,6,579,1
0,8000,50996,7,561,1
0,50996,8000,6,589,1
0,8000,50997,7,1727,1
0,50997,8000,6,579,1
0,8000,53075,7,561,1
0,53075,8000,6,589,1
0,8000,53076,7,1727,1
0,53076,8000,6,579,1
0,8000,54114,7,561,1
0,54114,8000,6,589,1
0,8000,54115,7,1727,1
0,54115,8000,6,579,1
0,8000,55156,7,561,1
0,55156,8000,6,589,1
0,8000,52762,7,561,1
0,52762,8000,6,589,1
0,8000,52763,7,1725,1
0,52763,8000,6,579,1
0,8000,58131,7,561,1
0,58131,8000,6,589,1
0,8000,58132,7,1725,1
0,58132,8000,6,579,1
0,8000,60646,7,561,1
0,60646,8000,6,589,1
0,8000,60647,7,1724,1
0,60647,8000,6,579,1
0,8000,61672,7,561,1
0,61672,8000,6,589,1
0,8000,61673,7,1725,1
0,61673,8000,6,579,1
0,8000,62700,7,561,1
0,62700,8000,6,589,1
0,8000,62701,7,1725,1
0,62701,8000,6,579,1
0,8000,63726,7,561,1
0,63726,8000,6,589,1
0,8000,63727,7,1725,1
0,63727,8000,6,579,1
0,8000,64755,7,561,1
0,64755,8000,6,589,1
0,8000,64756,7,1725,1
0,64756,8000,6,579,1
0,8000,49431,7,561,1
0,49431,8000,6,589,1
0,8000,49432,7,1725,1
0,49432,8000,6,579,1
0,8000,50456,7,561,1
0,50456,8000,6,589,1
0,8000,50457,7,1725,1
0,50457,8000,6,579,1
0,8000,51485,7,561,1
0,51485,8000,6,589,1
0,8000,51486,7,1725,1
0,51486,8000,6,579,1
0,8000,52511,7,561,1
0,52511,8000,6,589,1
0,8000,52512,7,1725,1
0,52512,8000,6,579,1
0,8000,53543,7,561,1
0,53543,8000,6,589,1
0,8000,53544,7,1726,1
0,53544,8000,6,579,1
18,22,29460,26,3745,0
18,29460,22,24,2918,0
0,8000,54575,7,1726,1
0,54575,8000,6,579,1
0,8000,54576,7,561,1
0,54576,8000,6,589,1
0,8000,55601,7,561,1
0,55601,8000,6,589,1
0,8000,55602,7,1726,1
0,55602,8000,6,579,1
0,8000,56630,7,561,1
0,56630,8000,6,589,1
0,8000,56631,7,1726,1
0,56631,8000,6,579,1
0,8000,57661,7,561,1
0,57661,8000,6,589,1
0,8000,57662,7,1726,1
0,57662,8000,6,579,1
0,8000,58685,7,561,1
0,58685,8000,6,589,1
0,8000,58686,7,1726,1
0,58686,8000,6,579,1
0,8000,60757,7,561,1
0,60757,8000,6,589,1
0,8000,60758,7,1727,1
0,60758,8000,6,579,1
0,8000,62848,7,561,1
0,62848,8000,6,589,1
0,8000,62849,7,1726,1
0,62849,8000,6,579,1
0,8000,63875,7,561,1
0,63875,8000,6,589,1
0,8000,63876,7,1724,1
0,63876,8000,6,579,1
0,8000,64992,7,561,1
0,64992,8000,6,589,1
0,8000,64993,7,1725,1
0,64993,8000,6,579,1
0,8000,53481,7,561,1
0,53481,8000,6,589,1
0,8000,53482,7,1724,1
0,53482,8000,6,579,1
0,8000,59403,7,561,1
0,59403,8000,6,589,1
0,8000,59404,7,1724,1
0,59404,8000,6,579,1
0,8000,60432,7,561,1
0,60432,8000,6,589,1
0,8000,60433,7,1725,1
0,60433,8000,6,579,1
0,29539,23,1,46,0
0,23,29539,1,40,0
0,8000,50085,7,1728,1
0,50085,8000,6,579,1
0,8000,60792,7,1728,1
0,60792,8000,6,579,1
0,8000,60999,7,1723,1
0,60999,8000,6,579,1
0,8000,62470,7,561,1
0,62470,8000,6,589,1
0,8000,62471,7,1723,1
0,62471,8000,6,579,1
0,8000,55318,7,1728,1
0,55318,8000,6,579,1
0,8000,55319,7,561,1
0,55319,8000,6,589,1
0,8000,50106,7,1726,1
0,50106,8000,6,579,1
60,8000,50107,7,702,1
60,50107,8000,6,586,1
0,8000,52036,7,561,1
0,52036,8000,6,589,1
0,8000,52037,7,1727,1
0,52037,8000,6,579,1
0,8000,55157,7,1727,1
0,55157,8000,6,579,1
0,8000,56191,7,561,1
0,56191,8000,6,589,1
0,8000,56192,7,1728,1
0,56192,8000,6,579,1
0,8000,57239,7,561,1
0,57239,8000,6,589,1
0,8000,57240,7,1728,1
0,57240,8000,6,579,1
0,8000,58281,7,561,1
0,58281,8000,6,589,1
0,8000,58282,7,1728,1
0,58282,8000,6,579,1
0,8000,59317,7,561,1
0,59317,8000,6,589,1
0,8000,60355,7,561,1
0,60355,8000,6,589,1
0,8000,60356,7,1728,1
0,60356,8000,5,533,1
0,8000,61419,7,561,1
0,61419,8000,6,589,1
0,8000,61420,7,1728,1
0,61420,8000,6,579,1
0,8000,62448,7,561,1
0,62448,8000,6,589,1
0,8000,62449,7,1728,1
0,62449,8000,6,579,1
0,8000,64352,7,561,1
0,64352,8000,6,589,1
0,8000,64353,7,1727,1
0,64353,8000,6,579,1
0,8000,52315,7,561,1
0,52315,8000,6,589,1
0,8000,52316,7,1726,1
0,52316,8000,6,579,1
0,8000,53365,7,561,1
0,53365,8000,6,589,1
0,8000,53366,7,1727,1
0,53366,8000,6,579,1
0,8000,54418,7,561,1
0,54418,8000,6,589,1
0,8000,54419,7,1727,1
0,54419,8000,6,579,1
0,8000,57797,7,561,1
0,57797,8000,6,589,1
0,8000,57798,7,1727,1
0,57798,8000,6,579,1
0,8000,61241,7,561,1
0,61241,8000,6,589,1
0,8000,61242,7,1726,1
0,61242,8000,6,579,1
0,8000,62296,7,561,1
0,62296,8000,6,589,1
0,8000,62297,7,1724,1
0,62297,8000,6,579,1
0,8000,59318,7,1728,1
0,59318,8000,6,579,1
0,22,47751,5,1285,0
0,47751,22,6,340,0
0,15502,23,1,46,0
0,23,15502,1,40,0
0,8000,51171,7,561,1
0,51171,8000,6,589,1
0,8000,54990,7,561,1
0,54990,8000,6,589,1
0,8000,58911,7,561,1
0,58911,8000,6,589,1
0,8000,59945,7,561,1
0,59945,8000,6,589,1
0,8000,49239,7,561,1
0,49239,8000,6,589,1
0,8000,51097,7,561,1
0,51097,8000,6,589,1
0,8000,52283,7,561,1
0,52283,8000,6,589,1
0,8000,56264,7,561,1
0,56264,8000,6,589,1
0,8000,59415,7,561,1
0,59415,8000,6,589,1
0,8000,60441,7,561,1
0,60441,8000,6,589,1
0,8000,61467,7,561,1
0,61467,8000,6,589,1
0,8000,62493,7,561,1
0,62493,8000,6,589,1
0,8000,63522,7,561,1
0,63522,8000,6,589,1
0,8000,64548,7,561,1
0,64548,8000,6,589,1
0,8000,49219,7,561,1
0,49219,8000,6,589,1
0,8000,50251,7,561,1
0,50251,8000,6,589,1
0,8000,51286,7,561,1
0,51286,8000,6,589,1
0,8000,52314,7,561,1
0,52314,8000,6,589,1
0,8000,53340,7,561,1
0,53340,8000,6,589,1
0,8000,54366,7,561,1
0,54366,8000,6,589,1
0,8000,55392,7,561,1
0,55392,8000,6,589,1
0,8000,56418,7,561,1
0,56418,8000,6,589,1
0,8000,58180,7,561,1
0,58180,8000,6,589,1
0,8000,59206,7,561,1
0,59206,8000,6,589,1
0,8000,60234,7,561,1
0,60234,8000,6,589,1
0,8000,61326,7,561,1
0,61326,8000,6,589,1
0,8000,62352,7,561,1
0,62352,8000,6,589,1
0,8000,63386,7,561,1
0,63386,8000,6,589,1
0,8000,64477,7,561,1
0,64477,8000,6,589,1
0,8000,65509,7,561,1
0,65509,8000,6,589,1
0,8000,58250,7,561,1
0,58250,8000,6,589,1
0,8000,59280,7,561,1
0,59280,8000,6,589,1
0,8000,60310,7,561,1
0,60310,8000,6,589,1
0,8000,61338,7,561,1
0,61338,8000,6,589,1
0,8000,62368,7,561,1
0,62368,8000,6,589,1
0,8000,63398,7,561,1
0,63398,8000,6,589,1
0,8000,64428,7,561,1
0,64428,8000,6,589,1
0,8000,65463,7,561,1
0,65463,8000,6,589,1
0,8000,50140,7,561,1
0,50140,8000,6,589,1
0,8000,51177,7,561,1
0,51177,8000,6,589,1
0,8000,52214,7,561,1
0,52214,8000,6,589,1
0,8000,53246,7,561,1
0,53246,8000,6,589,1
0,8000,54276,7,561,1
0,54276,8000,6,589,1
0,8000,55306,7,561,1
0,55306,8000,6,589,1
0,8000,56336,7,561,1
0,56336,8000,6,589,1
0,8000,57368,7,561,1
0,57368,8000,6,589,1
0,8000,58398,7,561,1
0,58398,8000,6,589,1
0,8000,59428,7,561,1
0,59428,8000,6,589,1
0,8000,60458,7,561,1
0,60458,8000,6,589,1
0,8000,61493,7,561,1
0,61493,8000,6,589,1
0,8000,62523,7,561,1
0,62523,8000,6,589,1
0,8000,63553,7,561,1
0,63553,8000,6,589,1
0,8000,64583,7,561,1
0,64583,8000,6,589,1
0,8000,49260,7,561,1
0,49260,8000,6,589,1
0,8000,50292,7,561,1
0,50292,8000,6,589,1
0,8000,51325,7,561,1
0,51325,8000,6,589,1
0,8000,52357,7,561,1
0,52357,8000,6,589,1
0,8000,53389,7,561,1
0,53389,8000,6,589,1
0,8000,54419,7,561,1
0,54419,8000,6,589,1
0,8000,55449,7,561,1
0,55449,8000,6,589,1
0,8000,56479,7,561,1
0,56479,8000,6,589,1
0,8000,57511,7,561,1
0,57511,8000,6,589,1
0,8000,58544,7,561,1
0,58544,8000,6,589,1
0,8000,59579,7,561,1
0,59579,8000,6,589,1
0,8000,60609,7,561,1
0,60609,8000,6,589,1
0,8000,61643,7,561,1
0,61643,8000,6,589,1
0,8000,62676,7,561,1
0,62676,8000,6,589,1
0,8000,63706,7,561,1
0,63706,8000,6,589,1
0,8000,64740,7,561,1
0,64740,8000,6,589,1
0,8000,49419,7,561,1
0,49419,8000,6,589,1
0,8000,50449,7,561,1
0,50449,8000,6,589,1
0,8000,51482,7,561,1
0,51482,8000,6,589,1
0,8000,52525,7,561,1
0,52525,8000,6,589,1
0,8000,53593,7,561,1
0,53593,8000,6,589,1
0,8000,54623,7,561,1
0,54623,8000,6,589,1
0,8000,55653,7,561,1
0,55653,8000,6,589,1
0,8000,56703,7,561,1
0,56703,8000,6,589,1
0,8000,57765,7,561,1
0,57765,8000,6,589,1
0,8000,58795,7,561,1
0,58795,8000,6,589,1
0,8000,59825,7,561,1
0,59825,8000,6,589,1
0,8000,60855,7,561,1
0,60855,8000,6,589,1
0,8000,61885,7,561,1
0,61885,8000,6,589,1
0,8000,62915,7,561,1
0,62915,8000,6,589,1
0,8000,63947,7,561,1
0,63947,8000,6,589,1
0,8000,64977,7,561,1
0,64977,8000,6,589,1
0,8000,49659,7,561,1
0,49659,8000,6,589,1
0,8000,50689,7,561,1
0,50689,8000,6,589,1
0,8000,51726,7,561,1
0,51726,8000,6,589,1
0,8000,52760,7,561,1
0,52760,8000,6,589,1
0,8000,53792,7,561,1
0,53792,8000,6,589,1
0,8000,54825,7,561,1
0,54825,8000,6,589,1
0,8000,55857,7,561,1
0,55857,8000,6,589,1
0,8000,56883,7,561,1
0,56883,8000,6,589,1
0,8000,57901,7,561,1
0,57901,8000,6,589,1
0,8000,61700,7,561,1
0,61700,8000,6,589,1
0,8000,50207,7,561,1
0,50207,8000,6,589,1
0,8000,51269,7,561,1
0,51269,8000,6,589,1
0,8000,52289,7,561,1
0,52289,8000,6,589,1
0,8000,56384,7,561,1
0,56384,8000,6,589,1
0,8000,57425,7,561,1
0,57425,8000,6,589,1
0,8000,58446,7,561,1
0,58446,8000,6,589,1
0,8000,59463,7,561,1
0,59463,8000,6,589,1
0,8000,60512,7,561,1
0,60512,8000,6,589,1
0,8000,63360,7,561,1
0,63360,8000,6,589,1
0,8000,64399,7,561,1
0,64399,8000,6,589,1
0,8000,65434,7,561,1
0,65434,8000,6,589,1
0,8000,50109,7,561,1
0,50109,8000,6,589,1
0,8000,51133,7,561,1
0,51133,8000,6,589,1
0,8000,52158,7,561,1
0,52158,8000,6,589,1
0,8000,53184,7,561,1
0,53184,8000,6,589,1
0,8000,54205,7,561,1
0,54205,8000,6,589,1
0,8000,55230,7,561,1
0,55230,8000,6,589,1
0,8000,56257,7,561,1
0,56257,8000,6,589,1
0,8000,57287,7,561,1
0,57287,8000,6,589,1
0,8000,58312,7,561,1
0,58312,8000,6,589,1
0,8000,59337,7,561,1
0,59337,8000,6,589,1
0,8000,60362,7,561,1
0,60362,8000,6,589,1
0,8000,61386,7,561,1
0,61386,8000,6,589,1
0,8000,62463,7,561,1
0,62463,8000,6,589,1
0,8000,63695,7,561,1
0,63695,8000,5,543,1
0,8000,64726,7,561,1
0,64726,8000,6,589,1
0,8000,49725,7,561,1
0,49725,8000,6,589,1
0,8000,55730,7,561,1
0,55730,8000,6,589,1
0,8000,56758,7,561,1
0,56758,8000,6,589,1
0,8000,58236,7,561,1
0,58236,8000,5,543,1
0,8000,59324,7,561,1
0,59324,8000,6,589,1
0,8000,61141,7,561,1
0,61141,8000,6,589,1
0,8000,62166,7,561,1
0,62166,8000,6,589,1
0,8000,63192,7,561,1
0,63192,8000,6,589,1
0,8000,64217,7,561,1
0,64217,8000,6,589,1
0,8000,65243,7,561,1
0,65243,8000,6,589,1
0,8000,49920,7,561,1
0,49920,8000,6,589,1
0,8000,50956,7,561,1
0,50956,8000,6,589,1
0,8000,51174,7,1728,1
0,51174,8000,6,579,1
0,8000,54991,7,1727,1
0,54991,8000,6,579,1
0,8000,58912,7,1728,1
0,58912,8000,6,579,1
0,8000,59946,7,1728,1
0,59946,8000,6,579,1
0,8000,49240,7,1727,1
0,49240,8000,6,579,1
0,8000,51098,7,1728,1
0,51098,8000,6,579,1
0,8000,52286,7,1727,1
0,52286,8000,6,579,1
0,8000,56265,7,1726,1
0,56265,8000,6,579,1
0,8000,59416,7,1727,1
0,59416,8000,6,579,1
0,8000,60442,7,1727,1
0,60442,8000,6,579,1
0,8000,61468,7,1727,1
0,61468,8000,6,579,1
0,8000,62494,7,1727,1
0,62494,8000,6,579,1
0,8000,63523,7,1727,1
0,63523,8000,6,579,1
0,8000,64549,7,1727,1
0,64549,8000,6,579,1
0,8000,49220,7,1727,1
0,49220,8000,6,579,1
0,8000,50252,7,1727,1
0,50252,8000,6,579,1
0,8000,51287,7,1728,1
0,51287,8000,5,533,1
0,8000,52315,7,1728,1
0,52315,8000,6,579,1
0,8000,53341,7,1728,1
0,53341,8000,6,579,1
0,8000,54367,7,1728,1
0,54367,8000,6,579,1
0,8000,55393,7,1728,1
0,55393,8000,6,579,1
0,8000,56419,7,1728,1
0,56419,8000,6,579,1
0,8000,58181,7,1727,1
0,58181,8000,6,579,1
0,8000,59207,7,1726,1
0,59207,8000,6,579,1
0,8000,60235,7,1727,1
0,60235,8000,6,579,1
0,8000,61327,7,1727,1
0,61327,8000,5,533,1
0,8000,62353,7,1726,1
0,62353,8000,6,579,1
0,8000,63387,7,1728,1
0,63387,8000,6,579,1
0,8000,64478,7,1728,1
0,64478,8000,6,579,1
0,8000,65510,7,1729,1
0,65510,8000,6,579,1
0,8000,58251,7,1728,1
0,58251,8000,6,579,1
0,8000,59281,7,1726,1
0,59281,8000,6,579,1
0,8000,60311,7,1727,1
0,60311,8000,6,579,1
0,8000,61339,7,1727,1
0,61339,8000,6,579,1
0,8000,62369,7,1727,1
0,62369,8000,6,579,1
0,8000,63399,7,1727,1
0,63399,8000,6,579,1
0,8000,64429,7,1727,1
0,64429,8000,6,579,1
0,8000,65464,7,1727,1
0,65464,8000,6,579,1
0,8000,50141,7,1727,1
0,50141,8000,6,579,1
0,8000,51178,7,1727,1
0,51178,8000,6,579,1
0,8000,52215,7,1728,1
0,52215,8000,5,533,1
0,8000,53247,7,1728,1
0,53247,8000,6,579,1
0,8000,54277,7,1728,1
0,54277,8000,6,579,1
0,8000,55307,7,1728,1
0,55307,8000,6,579,1
0,8000,56337,7,1728,1
0,56337,8000,6,579,1
0,8000,57369,7,1728,1
0,57369,8000,6,579,1
0,8000,58399,7,1728,1
0,58399,8000,6,579,1
0,8000,59429,7,1728,1
0,59429,8000,6,579,1
0,8000,60459,7,1728,1
0,60459,8000,6,579,1
0,8000,61494,7,1728,1
0,61494,8000,6,579,1
0,8000,62524,7,1728,1
0,62524,8000,6,579,1
0,8000,63554,7,1728,1
0,63554,8000,6,579,1
0,8000,64584,7,1728,1
0,64584,8000,6,579,1
0,8000,49261,7,1728,1
0,49261,8000,6,579,1
0,8000,50293,7,1723,1
0,50293,8000,6,579,1
0,8000,51326,7,1723,1
0,51326,8000,5,533,1
0,8000,52358,7,1723,1
0,52358,8000,6,579,1
0,8000,53390,7,1723,1
0,53390,8000,6,579,1
2644,14496,80,2,92,0
2644,80,14496,12,528,0
0,8000,54420,7,1723,1
0,54420,8000,6,579,1
0,8000,55450,7,1723,1
0,55450,8000,6,579,1
0,8000,56480,7,1723,1
0,56480,8000,6,579,1
0,8000,57512,7,1723,1
0,57512,8000,6,579,1
0,8000,58545,7,1723,1
0,58545,8000,6,579,1
0,8000,59580,7,1723,1
0,59580,8000,6,579,1
0,8000,60610,7,1723,1
0,60610,8000,6,579,1
0,8000,61644,7,1723,1
0,61644,8000,6,579,1
0,8000,62677,7,1723,1
0,62677,8000,6,579,1
0,8000,63707,7,1723,1
0,63707,8000,6,579,1
0,8000,64741,7,1723,1
0,64741,8000,6,579,1
0,8000,49420,7,1723,1
0,49420,8000,6,579,1
0,8000,50450,7,1723,1
0,50450,8000,6,579,1
0,8000,51483,7,1723,1
0,51483,8000,6,579,1
0,8000,52526,7,1728,1
0,52526,8000,6,579,1
0,8000,53594,7,1728,1
0,53594,8000,6,579,1
0,8000,54624,7,1726,1
0,54624,8000,6,579,1
0,8000,55654,7,1727,1
0,55654,8000,6,579,1
0,8000,56704,7,1729,1
0,56704,8000,6,579,1
0,8000,57766,7,1728,1
0,57766,8000,6,579,1
0,8000,58796,7,1726,1
0,58796,8000,6,579,1
0,8000,59826,7,1727,1
0,59826,8000,6,579,1
0,8000,60856,7,1727,1
0,60856,8000,6,579,1
0,8000,61886,7,1727,1
0,61886,8000,6,579,1
0,8000,62916,7,1727,1
0,62916,8000,6,579,1
0,8000,63948,7,1727,1
0,63948,8000,6,579,1
0,8000,64978,7,1727,1
0,64978,8000,6,579,1
0,8000,49660,7,1727,1
0,49660,8000,6,579,1
0,8000,50690,7,1727,1
0,50690,8000,6,579,1
0,8000,51727,7,1728,1
0,51727,8000,6,579,1
0,8000,52761,7,1728,1
0,52761,8000,5,533,1
0,8000,53793,7,1728,1
0,53793,8000,6,579,1
0,8000,54826,7,1728,1
0,54826,8000,6,579,1
0,8000,55858,7,1728,1
0,55858,8000,6,579,1
30,32175,22,1,60,0
30,22,32175,6,360,0
18,22,11010,26,3745,0
18,11010,22,26,2993,0
21,22,47442,27,4645,0
21,47442,22,24,2969,0
9,40145,22,16,2331,0
9,22,40145,20,3249,0
4,42674,22,12,1808,0
4,22,42674,13,2185,0
19,22,29833,26,3745,0
19,29833,22,24,2962,0
0,1167,5358,1,46,0
0,5358,1167,1,40,0
27,52120,22,21,2636,0
27,22,52120,32,4523,0
0,45002,23,1,46,0
0,23,45002,1,40,0
0,44691,3306,1,46,0
0,3306,44691,1,40,0
0,63666,23,1,46,0
0,23,63666,1,40,0
12,38573,22,15,2163,0
12,22,38573,20,4213,0
21,22,46146,27,3809,0
21,46146,22,25,2951,0
18,2454,22,24,2900,0
18,22,2454,26,3745,0
0,4617,23,1,46,0
0,23,4617,1,40,0
0,34410,5358,1,46,0
0,5358,34410,1,40,0
120,12838,22,5,295,0
120,22,12838,6,2354,0
122,32455,22,7,381,0
122,22,32455,8,2453,0
9,22,51948,19,3185,0
9,51948,22,19,2371,0
0,5169,5079,1,436,0
0,0,3,1,464,0
19,60300,22,24,2899,0
19,22,60300,26,3745,0
10,48033,22,8,965,0
10,22,48033,6,1337,0
30,41131,80,1,46,0
30,80,41131,6,264,0
0,50459,3128,1,46,0
0,3128,50459,1,40,0
9,22,38917,19,3185,0
9,38917,22,20,2423,0
4,12004,22,2,92,0
4,22,12004,3,132,0
234,40251,22,10,551,0
234,22,40251,10,1617,0
10,47447,22,17,2137,0
10,22,47447,20,3305,0
18,22,52717,26,3745,0
18,52717,22,24,2889,0
30,5720,80,1,46,0
30,80,5720,6,264,0
11,38744,22,17,2267,0
11,22,38744,19,3185,0
19,28518,22,24,2883,0
19,22,28518,27,3865,0
30,61553,80,1,46,0
30,80,61553,6,264,0
12,22,50638,20,4213,0
12,50638,22,17,2279,0
9,22,41713,19,3185,0
9,41713,22,17,2267,0
0,22,15370,5,1285,0
0,15370,22,6,340,0
4,22,28602,12,2133,0
4,28602,22,15,1964,0
8,22,48023,19,3185,0
8,48023,22,17,2267,0
0,5025,23,1,46,0
0,23,5025,1,40,0
6,21919,22,7,419,0
6,22,21919,7,1446,0
9,12137,22,17,2267,0
9,22,12137,20,3305,0
0,20480,81,1,46,0
0,23,20052,1,40,0
0,20052,23,1,46,0
30,23700,80,1,46,0
30,80,23700,6,264,0
17,22040,22,24,2900,0
17,22,22040,26,3745,0
0,26013,23,1,46,0
0,23,26013,1,40,0
9,22,33049,19,3185,0
9,33049,22,17,2267,0
9,22,60063,19,3185,0
9,60063,22,15,2163,0
20,22,2039,27,3809,0
20,2039,22,25,3037,0
20,22,23222,26,3745,0
20,23222,22,24,2889,0
9,22,46563,19,3185,0
9,46563,22,15,2179,0
0,55111,110,1,46,0
0,110,55111,1,40,0
1,4075,445,3,144,0
1,445,4075,3,120,0
12,17834,22,14,2012,0
12,22,17834,18,2557,0
0,16973,5358,1,46,0
0,5358,16973,1,40,0
9,57348,22,15,2163,0
9,22,57348,19,3185,0
0,61234,53,1,46,0
0,53,61234,1,40,0
9,22,57662,19,3185,0
9,57662,22,17,2267,0
5,35128,22,4,234,0
5,22,35128,6,413,0
9,22,50367,19,3185,0
9,50367,22,19,2371,0
0,15263,23,1,46,0
0,23,15263,1,40,0
21,22,53485,26,3745,0
21,53485,22,24,2895,0
30,53977,80,1,46,0
30,80,53977,6,264,0
30,41028,80,1,46,0
30,80,41028,6,264,0
10,22,34431,19,3185,0
10,34431,22,15,2163,0
127,17947,22,6,332,0
127,22,17947,9,605,0
30,38249,80,1,46,0
30,80,38249,6,264,0
9,22,60176,19,3185,0
9,60176,22,15,2163,0
9,60894,22,17,2267,0
9,22,60894,19,3185,0
11,57348,22,17,2279,0
11,22,57348,20,3305,0
7,34880,22,17,2267,0
7,22,34880,19,3185,0
4,43126,22,12,1808,0
4,22,43126,14,2237,0
8,33054,22,17,2283,0
8,22,33054,19,3185,0
9,33165,22,15,2163,0
9,22,33165,19,3185,0
8,22,46774,19,3185,0
8,46774,22,17,2267,0
0,31681,23,1,46,0
0,23,31681,1,40,0
0,50576,7547,1,46,0
